,author,content,score,time
69,Jason Jay leigh,"Look people wake up ,they crashed the market before the virus got bad ,they want trump out ,crash the economy ,so china can try to take over and bring one  world goverment, russia just change laws to keep puttin 16 more years in office ,china changed and remover 5 leaders ,so he can be presadent until death, they are removing people to lower population ,redistripute wealth  our world is changed again forever as 911, turn and trust in god and your our hearts ,keep your familys safe , prepair for the worse its coming",1,2020-03-20T01:33:16.000Z
70,TimmyLongfellow,If there are no new cases in Wuhan them I'm the tooth fairy.,1,2020-03-20T01:28:17.000Z
71,TTW C,"You dont know how tight is their isolation measures, not only in Wuhan, but across the country. No outside visitors is allowed in many districts, villages, estates, ect. Even highways have temperature check points, accross the country. If you dont know, dont talk rubbish! And 99.9% the people wear facemask when they are outside. Western govt tell people dont need to wear!  Ridiculous!",1,2020-03-20T00:54:05.000Z
72,Jenn Clair,The background music doesn't help.,0,2020-03-20T00:49:50.000Z
73,Cr1xus1 Gaming,"Everyone please start refering to this virus as the ""Xi Jinping Virus"" this is what he should be recognized for long after he dies.",1,2020-03-20T00:47:30.000Z
74,Janneth Chicaiza,"why can't the USA close everything??...??
we need the streets roads... everywhere to be sanitized....This is upside down",1,2020-03-20T00:41:05.000Z
75,Chirag Patel,"*Cchhinneesee viirrus*
Stupid YT algorithm 😂",2,2020-03-20T00:13:23.000Z
76,John Cheung,JESUS CALLS YOU ALL TO HIM 🙏 🙏🙏 🙏,2,2020-03-20T00:11:34.000Z
77,Emilian Butoi,Jesus! Put your faith in  the Light !,10,2020-03-19T23:52:31.000Z
78,Kenan Kilic,MY WIFE SAYS CHINA IS LYINGGGGG!!!!!,4,2020-03-19T23:37:54.000Z
79,Claire M,lies!!!! China has new cases!!!!,3,2020-03-19T23:28:42.000Z
80,Reza Yawari,"You know who else have been recovering so well, the bats and the scorpions!!!",2,2020-03-19T23:22:41.000Z
81,Dilys Woo,CCP Chinazi behind media will never get my support!,1,2020-03-19T22:18:22.000Z
82,Luz Nalaza,Lies I don’t believe China anymore ..,4,2020-03-19T21:42:09.000Z
83,Bambi Wright,"The sentiment of ordinary Chinese says you can add one or 2 zeros to any numbers Chinese official outlets tell you. - Just saw some footage in Wuhan, as the CCP touting they have ZERO increase in confirmed cases, corpse movers are carrying hundreds and hundreds of bodies out of LOCKED UP buildings. Not to mention many satellite cities around Wuhan are have breakouts and released patients lapsed into dire conditions.  The CCP is an evil virus birthed by MARXISM. Communism brings out the worst in people.",3,2020-03-19T21:31:02.000Z
84,Astro Boy,China is a Big liar! 💔😭,26,2020-03-19T21:23:39.000Z
85,Tennis Ball,Just close everything for some time. God damn it.,5,2020-03-19T21:17:56.000Z
86,UpsideDown World,"Italy must surely have a different deadly strain of this predator engineered virus! 
But why has Italy been hit so hard considering Rome and Vatican spared - dont get it?🤔
My heart goes out to Italians if this demonic activity unleashed on humanity is true - stay safe...",2,2020-03-19T21:17:26.000Z
87,Croc Pinkest,Why can't USA start cleaning sidewalks or roads?,9,2020-03-19T21:00:12.000Z
88,Frank Z,This is natures way. Sorry to those who cant listen,1,2020-03-19T20:58:24.000Z
89,Dave Ryan,🇨🇳 Kung Flu 🇨🇳,9,2020-03-19T20:54:14.000Z
90,Joe Iazzetta,"To begin with, all nations debts with china should be paid in full with this pandemic china caused. And that's just for starters.",6,2020-03-19T20:33:03.000Z
91,Randi C,"Can you honestly believe that China has no new cases, just because they haven't reported it? The history of the Communist Party being honest about anything when it actually count is pretty awful. Plus they want to appear like everything is fine to both their massive population and the nations they consider to be their adversary's. The USSR did the same thing durning Chernobyl disaster in 1986. How can we be so sure about the information provide.",92,2020-03-19T20:21:40.000Z
92,Älex ughhh,Meanwhile I’m chillin eating hot Cheetos,1,2020-03-19T20:08:54.000Z
93,Delphi Oracle,Liar China! You thrive on deceit and lies! Ever since the World Wars you've been liars! 🖕,1,2020-03-19T20:00:01.000Z
94,Ningombam Chanu,My advise is the people should not large gathering to fight corona,2,2020-03-19T19:59:41.000Z
95,Scott Bowen Kelly,Let's Never Give Up Everybody The Coronavirus Will Lose We Will Take a Stand And Stop COVID-19 Until Spring And Summer Arrives,8,2020-03-19T19:59:10.000Z
96,leroy forfun,"unbelievable these measures. And everyone asks for it. Unfortunately I did it myself. I fell for it. 

Yes we have to fight this virus of course !! . But NO !!, we shouldn't put anything down !!! 
. We must use common sense and not go along with the media hype ..!  

The elderly and care which the government is cutting back on (in almost every country) are of course the worst hit .. The elderly and care.

 And now you really.. really want to make me believe that these same people ....... the same governments ...   Shut down the entire economy for those people they always want and have cut back on ???

  .. do you believe it yourself?
 Is there really nothing else behind this?
 
2018-2019. Epedemic Netherlands. 165,000 infections of influenza(swineflu) and 9,500 deaths. In 14 weeks . Was there a Lock down .. NO ofcourse not  !!!


Now it is even less worse worldwide then at the time in the Netherlands  only..   

America epidemic 12.500 deaths.    Where was the panic ?   A lockdown. ?

No, because  the media did not bring in some panic..

 

 we lock everyone up and still ask for more?? 

 Why ??",0,2020-03-19T19:58:40.000Z
97,LEGION OF SENTINELS,Get away from the cities they will become a war zone.,7,2020-03-19T19:56:12.000Z
98,Bc R,"And btw, no government in the world is able to give an exact number, but China bought time for the world, most countries cared more about money and politics than their people until now they are forced to deal with it",5,2020-03-19T19:49:54.000Z
99,seven miller,That's because China death numbers are fibbed,2,2020-03-19T19:48:42.000Z
