,author,content,score,time
36,Jesse Seymour,Most shocking thing in this is that they managed to mention trump without bashing him or making it all his fault.,0,2020-02-28T18:23:33.000Z
37,Jesse Seymour,Noone cares what Nancy said.,0,2020-02-28T18:17:18.000Z
38,kirk barr,trump 2020,0,2020-02-28T18:10:39.000Z
39,kieth thornton,If they Dont make very very afraid than they cant get you take the Vaccine that they make in the out brake labs brake out labs No FEAR NO RICHEST off the Vaccination shot that will make Billions.,0,2020-02-28T17:24:42.000Z
40,Jr C,Can you get it by scratching your butt👀🤦🏻‍♂️,0,2020-02-28T17:18:49.000Z
41,Gary Lewis,"16:00 I was at the Hong Kong air port in 2013 a small baby was crawling towards a hand railing. It was a 50ft drop to the floor below. The baby was crawing through the handrailing. Luckly the mother grabbed her baby just in time. I was a few feet behind her. 
It was a no child proof  handrailing. Horizontal bars not vertical bars spacing should have been 4in. Horizontal bars are NO good, because children play and they use them as a ladder. The ergonomic standards may be different on ships then on land  (the national building code may not apply on ships.) This guy's lawer should investigate. An engineer told me when he saw the movie ""Titanic"" Jack at the bow was standing on one of these horizontal rugs of the handrail when he said ""Im king of the world"" my engineer friend said to me ""if i designed a handrailing like that id get fired""",0,2020-02-28T16:50:31.000Z
42,matt87635,"Who cares about Cuba?
America fisrt.",0,2020-02-28T16:03:06.000Z
43,Smoking Beetles,Thought they said it was a pangolin now it's back to a bat?,1,2020-02-28T15:48:45.000Z
44,Eri L,This IRS phone scammed has been going on for years in my home town glad it's was covered that the IRS never calls,0,2020-02-28T14:23:20.000Z
45,Joe Smith III,"And yet they do so much less for the flu, which infects billions",0,2020-02-28T13:26:39.000Z
46,Julie Johnson,Yep  if not airborne then gloves I guess,0,2020-02-28T12:33:08.000Z
47,Ahmed Osman,Garlic oil,0,2020-02-28T07:36:28.000Z
48,Jacquelynn,"""The virus is spreading fast.""",0,2020-02-28T06:04:17.000Z
49,Steven Sandefur,Hate Corona love Budweiser,0,2020-02-28T04:50:55.000Z
50,J L,"How dumb is the human race, people are still traveling all around the globe",0,2020-02-28T04:49:28.000Z
51,Rodnell Alcika,"👽👂🏿THE 4-HORSE -MENS  OF THE APOCALYPSE HERE,THE WORLD IN GOD JUDGMENTDAY👈",0,2020-02-28T04:25:34.000Z
52,Jason H,Can I get Lime with my Corona Virus? Thank-You.,0,2020-02-28T04:24:56.000Z
53,Shakira Bells,you dont know whos human being is infected already this virus is spreading in the globe goshhhhh,0,2020-02-28T03:47:08.000Z
54,alohatic,Just give it sometime and it would be thrown in the mix of the fluid concoction for a regular flu injection.,0,2020-02-28T03:37:31.000Z
55,manny_ nuff,I got a (virus) and the only prescription is more (Coronas). 🍻😂🤣,0,2020-02-28T03:16:35.000Z
56,Greg Grisham,Gun n badge hometown traitors holding us and humanity hostage or we couldn't be stalked. I had a stalker show up after 35yrs. All committing TREASON on capital hill for decade's taking BRIBES privatizing everything including all seats of power every two and four years. All murderers and all child abductions start with being held hostage by www666ville ANTICHRIST UNHOLY ROMAN BIBLE EMPIRE government swords and shields evolutionized into guns and badges holding us and humanity hostage. We must March n revolt become secound amendment n bare arms against antichrists traitorous churchville government holding us and humanity hostage before to late,0,2020-02-28T03:09:50.000Z
57,Steven Bryant,Why worry about viruses and wildlife when people are making money off black market or the Panama Canal trade?!,0,2020-02-28T03:04:43.000Z
58,Chaz Tupper,90% BS...10% truth..,0,2020-02-28T03:02:40.000Z
59,Lucky U. Tin,Bill de Blasio is anti-police.,0,2020-02-28T02:53:40.000Z
60,Steven Bryant,"Oak Creek, WI in 2012. Remembrer, it was six shot then too.",0,2020-02-28T02:53:35.000Z
61,Gas,same as yesterday,0,2020-02-28T02:51:49.000Z
62,Lucynda Riley,Isn't California monitoring  8400 suspected cases?,0,2020-02-28T02:47:40.000Z
63,HUNG MIN,The Coronas are here to stay. The bats will rule the world bc they have Corona weapon. We need to learn why bats can live w Corona.,0,2020-02-28T02:47:17.000Z
64,Vanya Davydov,The intro told me everything. Good bye.,0,2020-02-28T02:29:40.000Z
65,ipressedabutton,14:21 harvey swine-stein,1,2020-02-28T02:25:48.000Z
66,ipressedabutton,13:51 good for AL losing all that weight.,0,2020-02-28T02:25:00.000Z
67,Fun Guy,We Chinese we make joke we put virus in your coke.,1,2020-02-28T02:22:52.000Z
68,LeavingIt Blank,Captured with a butterfly net.  Now I feel better.,0,2020-02-28T02:19:50.000Z
69,ipressedabutton,"5:09 i don't want to promote conspiracy theories , but there is a lot of room here for conspiracy theories to be worked out. all that's needed are some greedy rich people that are interested in reducing the global population, last time i checked there was no shortage of those.",0,2020-02-28T02:14:55.000Z
70,ipressedabutton,"4:10 i can't trust a known and documented liar and philanderer to be in charge of protecting my life. 
i don't believe a liar and philanderer has my best interests in mind.",2,2020-02-28T02:11:00.000Z
71,chester,9:30 They don’t „butcher“ the Bats. They throw them alive in a pot of Boiling Water or Broth like we do Lobster.,0,2020-02-28T02:10:46.000Z
72,ipressedabutton,"he was a ""fired"" employee. he got triggered..",0,2020-02-28T02:01:31.000Z
73,Amit Lal,See that's what we need more guns if all those employees had gun maybe they would just shoot each other because they would not know who is the real killer everybody has a gun just shoot the Gun Man but everybody has a gun but just shoot the Gun Man we need more guns,0,2020-02-28T01:58:32.000Z
74,Tiffany Parrish,Interesting how it's getting worse every month. Pretty soon we will have to purchase hazmat gear!,0,2020-02-28T01:58:26.000Z
75,Dontyu worrie,"Big pharma is like ""hmmm how can we jack up the price of cure and make billions ?""  Topic of our next quarterly meeting...",0,2020-02-28T01:58:06.000Z
76,Dontyu worrie,Pence looks like he has a fever...hope hes ok,1,2020-02-28T01:55:37.000Z
77,Rodger Rothrock,"It's all about money and getting as much as you can, so you have a great life, news flash people we are not here on vacation and every single person chasing money around are GOI g to realize I hope soon that  money does make things easier in life but keep in mind who gave you the ability to get it, anyways if one person gets somthing positive from this it was worth the time I took out of my life to say",0,2020-02-28T01:50:49.000Z
78,Rodger Rothrock,"I mean if I'm the only person that was selected by the most greatest, to be here you are rich from the start if your taught correctly,  but we get lied to all our life's to not talk about it, just like Christmas these kids now  have no clue,  why Xmas is even for, except a fat guy in a red suit, giving away stuff and in some way to me it's like rewarding kids for not asking or thinking why there is Xmas",0,2020-02-28T01:43:45.000Z
79,Rodger Rothrock,"I do feel sad for the victims, but it's only going to get worse, school shootings for example, no prayer no kindness, we are taught all our life's to get education and be proud of your accomplishments, from that first moment a person feels that they feel accepted and worth something but never taught who gave them the ability to acheive that",0,2020-02-28T01:36:18.000Z
80,Nana Clark,Start more effective population control of bats by terminating a lot of them,0,2020-02-28T01:34:40.000Z
81,Phillipe Gonzalez-Rodrigo,It came from a bat? What a joke! How many of you are believing that lie?,0,2020-02-28T01:32:03.000Z
82,Nana Clark,I'm slightly scared,1,2020-02-28T01:29:59.000Z
83,Rodger Rothrock,"These shootings are happening because this  person was probably fired over unfair practices that big corps do to people all the time, not sure what the motive was but I'm sure I'm close because corporate greed is out of control and people do these horrible things because nobody listens to the way our hard working people  are getting screwed and it affects family then it's petsonal,  and God plays a huge part of all of it because nobody has or makes time to think about anything to help improve these situations because nobody cares, no family values at home because it take 2 people in a house hold to work to eat and live",0,2020-02-28T01:29:42.000Z
84,Rami Lucky,We have to watch these people’s come here from his own country to come here to be safe but these people’s you will try to come around watch that,0,2020-02-28T01:29:41.000Z
85,strawberryhaze85,this is what happened when you need a social security to buy a gun...,0,2020-02-28T01:26:45.000Z
86,Andrew Macaulay,Its funny that yous onlyreport on disasters your bosses have done but want you to cover for them,0,2020-02-28T00:59:52.000Z
87,Norman Spurgeon,"Of course their is no mention of the type of weapon used- I'm betting it was an automatic weapon- of course the network is bowing to pressure from the NRA and probably senators, etc., to remain hush about the type of weapon used- this would instigate a normal response to try to curtail the use of these weapons, to prevent further deaths. They have no intention of doing this.",0,2020-02-28T00:48:06.000Z
88,James Gearring,Do not let any Chinese in the USA,0,2020-02-28T00:37:42.000Z
89,Erincait Rue,"Boy trump’s a real gem he panics everybody about an invasion from South America about some barefooted people with , And now that there is a real threat The Coronavirus he doesn't sound alarms to be careful...it is not like the ful,, Be careful. Especially the elderly and sickly!",0,2020-02-28T00:37:16.000Z
90,Bryan S,Humanity is now in a Global Pandemic. It's now on every continent on the planet except Antarctica. Time to prepare and hunker down. Go to Worldometer,0,2020-02-28T00:35:53.000Z
91,UniteOurWorld,"1200 hospital beds, ready. That will cover the Pentagon staff...",3,2020-02-28T00:33:10.000Z
92,No Time2bperfect,"Literally, every time #NBC starts the broadcast it's ""breaking news."" Anyone ever hear of the boy who cried wolf? Someone do a compilation of the beginning of the broadcast with breaking news said to get an idea of this nonsense",6,2020-02-28T00:16:56.000Z
93,Leo Rayes,Don't worry its not out and about it's contained if it get's omnipresent I'll let you know just keep up with the cases for now as a strategy and prep up  and secluded your self.,0,2020-02-28T00:13:15.000Z
94,Vanessa Davis,we walk on the road with our shoes.  ppl spit on the road we walk on it.  then we go home with the shoes then we walk in the house with it.  we take off gloves with one hand and contaminate the other.  our clothes we take off when we get home and it can be contaminated.  we go out next day and wear the same shoes. this is scary.,0,2020-02-27T23:55:20.000Z
95,Jay Banks Music,"Hey can you guys help me share my GoFundMe please, I would really appreciate it 🙏🏽. Peace and blessings.                                                                      https://www.gofundme.com/f/help-jevonte-become-someone?utm_medium=copy_link&utm_source=customer&utm_campaign=p_na+share-sheet&rcid=ec974baba4e6423d97059b8031405262",0,2020-02-27T23:39:07.000Z
96,sandy red,👀    False Flags🏴🏴,1,2020-02-27T22:55:02.000Z
97,Michael Yobs,That wasnt a training video,0,2020-02-27T22:30:49.000Z
98,Abdullah,police look military illegal,0,2020-02-27T22:23:57.000Z
99,Shon Seibert,Isn't that the brewery where Laverne n Shirley worked at?,0,2020-02-27T22:12:46.000Z
