,author,content,score,time
51,leonardo pomposo,2020 sucks,0,2020-03-13T15:24:11.000Z
52,Alnie Salazar,Why do the US needs your consultation. Last time I check USA is not in Europe.,0,2020-03-13T14:56:41.000Z
53,Jeremy Hamm,Or just wake up and realize that it’s not as big of a threat as previous “viruses” as we’ve had in the last 20 years.. wake up and see what’s really going on. The people are questioning too much so they use this “virus” to spread fear and panic to control the population. Wake up people!,1,2020-03-13T14:41:29.000Z
54,Mark Goulding,"Heaven ""it begins""",0,2020-03-13T14:12:31.000Z
55,Falloutify76,"Question, I'm a 12 year old that has a bit of a cough but I'm still alive. It's been like 3 weeks since I've had the cough. I think I might just have a cold but if I do have it, do you think I'll live?",0,2020-03-13T14:07:06.000Z
56,NITYA LOVES,Really emotional times but also scary & horrible feeling!!! OMG,0,2020-03-13T13:51:33.000Z
57,zoomrr69,"shut it down
shut it all down now
no air flights no mail
no nuthing",0,2020-03-13T13:44:09.000Z
58,Roger Diogo,"Canadians are saying ONLY 16 cases in Quebec, LOL!",0,2020-03-13T13:36:18.000Z
59,B1Chronixx,"If there's ever time to be antisocial or a hermit, it's definitely now.",0,2020-03-13T13:26:35.000Z
60,K M,Cheap flight tickets r what's seducing ppl to travel,0,2020-03-13T13:08:01.000Z
61,nobody cares,"*God's Plan*
1. Create Everything
2. Corona Time",0,2020-03-13T12:54:48.000Z
62,OTR Adventures,None of these leaders had the spine to act swiftly.  It’s too late now.,0,2020-03-13T12:21:25.000Z
63,KaniSS Sta,"Its not the virus that will kill us, its stupidity of people.",0,2020-03-13T11:51:54.000Z
64,Ruthens,My school recently got closed today most likely because of coronavirus.,2,2020-03-13T11:43:04.000Z
65,Lynn Boudreau,"Screw you, EU, unelected dictatorcrats it is a swarm in your BLOC",0,2020-03-13T11:25:46.000Z
66,Carrie M,Coronavirus.....aka Captain Trips.,0,2020-03-13T11:03:08.000Z
67,Beskyds Raiders,everybody dresses in black ... now you have it !,0,2020-03-13T10:04:42.000Z
68,UmerPK 4,"EU should ban Americans aswell & deport them!
Sticking together should be what we do, but Trump will be Trump..",2,2020-03-13T09:59:09.000Z
69,Kay Bass,Covid 19>>>worldwide bankruptcy crisis>>>loss of the EURO Ezekiel 7: 19. Psalms 46: 4-6.,0,2020-03-13T09:51:58.000Z
70,jehovers,covid19 = rich people disease..,0,2020-03-13T09:49:50.000Z
71,LAIONE MEIHE TAHI KOULA KANATEA.,END TIME NOW,0,2020-03-13T09:47:47.000Z
72,SealAngel,This is the single greatest threat humanity has ever faced and if we do Nothing it will destroy us! Millions will die and no one is safe this will kill us all! Only God can save us.,0,2020-03-13T09:32:57.000Z
73,L L,"I am really amazed by what’s going on in Canada. Nobody cares a virus spread out so badly and kills people around the neighbour. Still wide open to Canada in and out? Like the virus will make friends with Canadians? PM has been self quarantine, any measures to take to save the people?",0,2020-03-13T09:32:22.000Z
74,Brendon Craig,"The coronavirus is not something that can be contained over the next 5 years most people will at some point get the coronavirus. Medical professionals know this we just do not have enough beds in hospitals for everyone to get the virus at once. We are at minimum 12months from a vacine. We should go about our lives as normal using cauting, limiting large gatherings and making sure we look after our most vulnerable. I have 2 mates that have got the coronavirus in Italy while travling and both have gotten better saying they stayed isolated for 12 days  but felt better after 7 days of rest.",0,2020-03-13T09:21:48.000Z
75,Veronica Jackson,all events should be put on hold! People are crazy to travel right now! Especially in confined spaces with air conditioning! Stay home where your safe! There's to many infected who haven't been tested walking around infecting others! Not worth going out!,1,2020-03-13T09:07:32.000Z
76,synthesis 101,= Consultation to DELAY  - WHY  ???,0,2020-03-13T08:59:58.000Z
77,Jax Produktion,Sweden stop testing people for Corona🤬🤬🤬,0,2020-03-13T08:44:27.000Z
78,Wind em up!,"You're all scared because of how viral this has gone and what your Governments are having to do. You believe all this hype and hysteria yet it is not much different from influenza and look at how many people die from that every year and it is passed. Then some of you go out and buy all the toilet paper, pasta and hand sanitiser because the whole world has gone Corona Virus crazy and you think the world is ending. Get a grip.",0,2020-03-13T07:56:26.000Z
79,LazyEyedWolf,Guys if you want to travel that's fine but stay away from people so you don't put more people at risk. Which is what I'm going to be doing while I'm bikepacking around the world. If you have to get near people let's say to buy food at a grocery store put on a facemask and wash your hands after touching anything,0,2020-03-13T07:47:12.000Z
80,Feona Lee Jones,I think the ban of Europeans to USA was a smart idea.,2,2020-03-13T07:42:37.000Z
81,Wendel Bolide,If i get the coronavirus im gonna cough on the first trumpster i come across!,1,2020-03-13T07:39:01.000Z
82,Mir Mir,"The 21st century, the technology is developed, but we cannot defeat this virus, we only think about money, but we forget science, and who is engaged in science we laugh at them and call them nerds",0,2020-03-13T07:20:21.000Z
83,mister nobody,"FUN FACT: The man named Rick who will open his eyes after a 2 months coma will see dead bodies with mask on walking on the streets, and he will try to get answers.. but it's not a big deal. The coronavirus symptoms got worse real fast and made 70% people die and return from the dead, like in the Walking Dead. :) CAN'T WAIT !!!!!",0,2020-03-13T07:13:23.000Z
84,D D,Canada loves the Chinese... They have allowed thousand of rich Chinese billions to reside in Canad,1,2020-03-13T07:11:10.000Z
85,Aaryan,Yes,0,2020-03-13T07:08:53.000Z
86,Sapphire Sky,not a single image of a sick person.,0,2020-03-13T06:57:59.000Z
87,Mwase Demiano,Rapture began,0,2020-03-13T06:57:14.000Z
88,Jason Kauppinen,EU isn't in charge of the US.  There was that whole 1776 event that sorted all that out.,1,2020-03-13T06:55:07.000Z
89,Debrom Teklit,"OH, God blessed  to Canada 🙏🙏🙏amen, amen, amen🙏🙏🙏  and all of the world 🙏🙏🙏",0,2020-03-13T06:46:52.000Z
90,Mike Anderson,"China is the most rotten country on the face of the earth. If they are not stealing, polluting, murdering babies, they are spreading diseases, chaos and misery throughout the world.",0,2020-03-13T06:46:47.000Z
91,Mr McDonald,"Testing testing, lets see how the public reacts to a virus scare shall we.",1,2020-03-13T06:37:31.000Z
92,Leonidas,"Trump is right. For the next 30 days. Everyone should stay put. That means no work, no school and no flights. People are going to wait until its too late.",0,2020-03-13T06:36:00.000Z
93,Huples Cat EPL,"Signs of covid19
-sore throat, dry cough, fever, desperate desire to get toilet paper and going on cruises",9,2020-03-13T06:33:00.000Z
94,family matters,"to every boy and girl, the world does not care about you, when you learn that, is when , the real god comes into your life, and the son stays with you in the holy spirit forever, and the world can never take that from you, at any age, i am surprised they did not teach you that in school,",0,2020-03-13T06:22:21.000Z
95,Hey,call me maybe,1,2020-03-13T06:09:51.000Z
96,JRT 4JUSTICE,"We are glad President Trump acted swiftly and didn’t take its time like the EU did with Italy..the EUs minister should get his own house in order before criticizing the USAs..but he’s a globalist and probably doesn’t care. If the EU acted swiftly and decisively , containment of the virus on the continent would’ve been achievable. I’m glad the UK is finally free from the EU..our President represented America first...not the EU.",0,2020-03-13T06:03:14.000Z
97,Peter,Thought we were breaking out some Carly Rae Jepson at the start of the video,1,2020-03-13T05:55:19.000Z
98,Barry last,"They are complaining because Trump is taking action but they aren't, crying foul.
Have they been working with anyone to stop the spread?!  Or just sharing it.",0,2020-03-13T05:53:29.000Z
99,Hans Tan,Did they consult when they bad-mouthed him?,0,2020-03-13T05:49:14.000Z
