,author,content,score,time
16,Henry Hernandez,If they close international planes the airlines could colapse,0,2020-03-02T02:01:13.000Z
17,Northern HillBilly,lying media as usual,0,2020-03-02T00:20:41.000Z
18,Costin Rusu,This scientist played with  God if u remember C.E.R.N the big underground machine in Switzerland ....that machine broken down 3 times and they cancelled everything.Don't play games with GOD ....GOD created this Earth not us,0,2020-03-01T23:37:56.000Z
19,Silver Sister,President Trump was so smart to stop the flights from China before any other world leader!!!,0,2020-03-01T23:35:35.000Z
20,Costin Rusu,What if this Covid19 have another symptoms and they are telling us lies??do you thinking about this???,0,2020-03-01T23:22:12.000Z
21,Frank Woodward,Corona virus is in Canada but they will not test that way the government can go on saying no virus here keep working and paying your taxes so we your over lords keep getting paid and they say we will only test you if you have been in a infected area in china or have been in contact with some one with a confirmed case of the corona virus . How are we to know if we have been a round some one with the virus if there is no testing.,0,2020-03-01T23:11:59.000Z
22,Beatle Toons,"PEOPLE BETTER WAKE UP AND DO NOT GET VACCINATED AND UNDERSTAND THIS IS ALL LIES AND THEY ARE PLANNING TO KILL YOU , DONT GO ANYWHERE WITH MILITARY OR POLICE THE ONLY THREAT IS IN THE VACCINE , IF YOU GET IT YOU WILL DIE",0,2020-03-01T23:06:13.000Z
23,jisoo2009,"They are only testing voluntarily reporting, symptomatic patients in the US.  Meanwhile, Korea is testing people around every corner of the city. Wonder what the real time number is if more people are tested in the US, while people travel in and out of the country without any restrction..",1,2020-03-01T22:09:00.000Z
24,Senaida Poulsen,"It is a biological warfare
Killing humans.
Do not take their vaccines.",0,2020-03-01T22:06:39.000Z
25,Susan Ponti,"Other countries are canceling large gatherings, and Trump's still having rallies. Pence wiped is nose before shaking hands with one of the doctors. When is this freak Show going to come to an end? Can we please get some experience in our government.✌💙🇺🇸",0,2020-03-01T18:50:14.000Z
26,Susan Ponti,He didn't even know if the victim of the virus was a man or a woman. That's what you get when you don't hire good advisers. Or have some and don't listen to them.😩😢😡✌💙,0,2020-03-01T18:47:14.000Z
27,hydrolito,People should spend more time staying home instead of going out to where large number of people are. Less people you interact with the less chance of getting it.,0,2020-03-01T16:28:23.000Z
28,hydrolito,Quarantine people that have it so it does not spread. Can keep more people out of country so they don't bring it in. Most cases in China so we especially have to prevent travel to and from parts of China that we already know have it.,0,2020-03-01T16:18:45.000Z
29,Yo Man,The woman talking towards the end sounded sick,0,2020-03-01T14:33:24.000Z
30,Vasen posket,I'm scared.....,0,2020-03-01T13:58:50.000Z
31,vagaboN51,"so i get that the administration doesn't want to start a panic, i get that. but at the risk of not disclosing the truth to the public. we can't count on anyone to tell us anything without the administrations approval. so we didn't learn anything from China?",0,2020-03-01T13:55:48.000Z
32,Miguel Martinez,what hell there using this virus for president votes on ads lol their desperate,0,2020-03-01T11:37:24.000Z
33,trump HELL 666,"If you people think those masks can stop a virus then something is wrong with you. Those aren't bio-filters, they are just dust masks and stop some large particulate matter. A virus treats it like it's not even there.",1,2020-03-01T09:31:50.000Z
34,Michael Hord,It's cold and flu season. People die from it. This is so over blown. It reminds me of the measles hysteria last year. Oh my god! Be scared of something all the time!,0,2020-03-01T05:22:16.000Z
35,milton ritfeld,"A SLOW DRIPPING SATANIC "" UN AGENDA 21"" REASON TO INFLUENCE.. DISTURB US ELECTION THRUOGH BACKDOOR..?",0,2020-03-01T04:55:34.000Z
36,milton ritfeld,One thing good from the corona virus is THE POPE GOT IT .. hopefully. THAT WOULD BE A DEVINE INTERVENTION.,0,2020-03-01T04:49:03.000Z
37,A.rashid Pardeshi,"السلام علیکم۔ورحمتہ۔اللہ۔وبرکاتہ۔
آے۔بی۔سی۔نیوس۔جزاك اللّه‎‎ خيرًا",0,2020-03-01T04:27:52.000Z
38,greg fuzi,Not test stupid! She didn't meet the criteria. Stupid! That is bad in California one of the largest population in the United states is infected. Here it comes people. Going to take out the homeless. Most of them have underlying health problems.,0,2020-03-01T04:25:17.000Z
39,Bit Shadow,"4:42 Mother has a Mask But not the kid, very selfish.",0,2020-03-01T03:39:01.000Z
40,lucysluckyday,"I am sure I was not the only person screaming at the computer back in late January, ""Stop ALL eff'ing flights world wide!""  Blind incompetence!!!",0,2020-03-01T02:52:20.000Z
41,Karen Burden,"I believe it’s worse than they think. I believe it may never be killed off in the body. Since people are getting re-diagnosed with it again, I believe it’s like a herpes virus, or sty virus, that it always stays with you, only going dormant. But any time the immune system is down/flinches, it flares up again. If I’m right, this is troubling. as it will also have so many chances to mutate, not good. Also, the length of time it lasts on surfaces, and the fact that people can have it without symptoms for a good while etc. hmm.. it’s so problematic on so many levels. The world will need to sacrifice their economies, accept a downturn, and declare a world travel ban. Tough times,  tough decisions,  tough measures, or alternatively accept there will be high casualties. I hope the medical world works on a cure in collaboration, not competition. Not everything can be about money.",0,2020-03-01T02:48:13.000Z
42,Mike G,"they are trying to crash the stock market, and the world will be in a Depression!!! and controlled by the 10% wealthy",1,2020-03-01T02:38:12.000Z
43,Adam Dadds,It is already a pandemic by definition. The WHO will not say this yet as it will crash the markets.,0,2020-03-01T02:21:11.000Z
44,Nicole Gillespie,The real question that nobody is asking is the virus came out of china and why so many 2000 deaths in one area? What is going on in China? Are the citizens of China suffering? THATS THE QUESTION that needs to be answered. And dont say the raw food.,0,2020-03-01T01:27:16.000Z
45,Char Rossc,Those whales are dying from Fukushima!!! It has killed the ecology!! 🔥☢️🌎💔,0,2020-03-01T00:50:38.000Z
46,freeWarrior,Global hoax! Wake up,0,2020-02-29T23:56:30.000Z
47,Ed Oltjenbruns,Jesus crist  is coming soon,0,2020-02-29T23:03:43.000Z
48,HA PHUONG - Nhịp sống Mỹ ở Texas,Thank you for your information about corona,0,2020-02-29T22:23:52.000Z
49,Jasvir Singh,(2) Fresh garlic Early Morning time 2 Pice with water This organic treatment and 2 hours  not eat if you life safe man never know  try 1 week 💯 good for your body  5596126841 this my number if you have Corona 🦠 try all World safe your life and god bless,0,2020-02-29T21:56:59.000Z
50,Jasvir Singh,(1) Try Onion fresh and with Salt and after 30 minutes drink water try early morning,0,2020-02-29T21:47:08.000Z
51,tim Langdon,You got to do like President Trump did it... if you do it too fast you will have total chaos.. you would have martial law riots lights in the country had never seen before in his history... you do it too fast you will see the stock market down to go down to zero in a matter of seconds... if you have a travel ban too fast it will make the problem worse... because of president in warding America is about this for a long time. because what they do is they talk in code language... you got to listen and here what's to talk about... because fear and panic will make it worse,0,2020-02-29T21:43:23.000Z
52,Q Min,"At Brampton Civic hospital in Ontario, they have new screening questions patients answer on kiosks when they register. And signage posted here and there. The ER is packed to the brim, and they are always in a state of extreme gridlock. What will staff do should someone walk in with Covid19. Also, a GP office said if someone presents with cough + fever + recent travel, they tell them to go to the ER. Meanwhile, Ontario public health officials have said NOT to go to ERs unless you call ahead to let them know youre coming. Or call your local Public  Health for instruction. I see public and staff openly cough in waiting rooms, Not wearing masks that are provided to them. Is Brampton prepared?",0,2020-02-29T20:38:13.000Z
53,Oscar,Chiefs of nothing,0,2020-02-29T20:23:47.000Z
54,Gord Desm,"One body, one mind. Love creates, hate destroys !",0,2020-02-29T18:43:14.000Z
55,Ksee,I hate the girls voice its really anoying,0,2020-02-29T18:35:47.000Z
56,Truth Hertz,NWO Global Hoax. Iran comes out of the closet.,0,2020-02-29T18:22:33.000Z
57,wikct2,"More and more studies and research have shown that the origin of the COVID-19 virus is not China.  It indicated the US might be the origin of the deadly virus.  The type of the virus from China is a child of one of the five different type of the COVID-19 virus detected in the US.  The COVID-19 is identified as the child of the one from the US.  Therefore, it is most likely the origin of the virus is from the US.  Now the scientists can determine the origin of the virus by looking the composition or mapping of the DNA.",1,2020-02-29T18:02:16.000Z
58,TheDJRStyles,Wow.  Who listens to this trash fear propaganda?  Disgusting.,1,2020-02-29T17:36:41.000Z
59,Sam Lams Top 10,It’s so hard to get any accurate information,0,2020-02-29T17:28:39.000Z
60,Azazel Zel,"Trump is only trying to stop mass panic, he's putting resources into fighting this virus, you slate him for that, then you will slate him for the economy going down, yep, let's all blame Trump for everything, it's worse than sad, it's quite pathetic. HOW ABOUT BLAMING F**KING CHINA????",0,2020-02-29T17:11:52.000Z
61,Bryan Jackson,"Nice to see a good cop for a change , doing the right thing for people and not corporations.",0,2020-02-29T17:03:53.000Z
62,Gaël des Montagnes Noires,"When a man cannot go to work(because of coronaV quarantine), said man still needs to pay the bills & buy food for his family & will sell any profits from his BTC portfolio to achieve this bare minimum. I can see a BTC @ $4200 1 month after the halving.",0,2020-02-29T16:56:37.000Z
63,Forrest Gump,"a little preview of GOD's arrival. GOD is good to good humans. To the evil GOD will give the proper answer.
Luk 21:25  “And there will be signs in sun and moon and stars, and on the earth distress of nations in perplexity because of the roaring of the sea and the waves, 
Luk 21:26  people fainting with fear and with foreboding of what is coming on the world. For the powers of the heavens will be shaken.",0,2020-02-29T16:50:27.000Z
64,Amanda Newcomb,"I went to Kaiser Permanente just Thursday they told me
Coronavirus  is not in Oregon  and nothing to worry about",0,2020-02-29T16:49:45.000Z
65,silvério rebelo,scare mongering at the service of the globalist elitre - these pseudo-journalists should be ashamed,0,2020-02-29T16:38:02.000Z
66,Kyma G,The world  governments wouldnt be infecting us like this would they??🤔🤔🤔 Hope you dont believe this just happened someone started this we got cases all over the US  now with no signs of travel..I wonder if they continue to kill us off who is gonna keep paying taxes for them to live so luxurious....,0,2020-02-29T16:33:30.000Z
67,Sumaya Said,I’m scared,0,2020-02-29T15:57:08.000Z
68,Debbie Comeau,STOP THE NEW WORLD ORDER FIGHT BACK FOR OUR WORLD ALL THE GOVERNMENTS IS A CULT )  5G IS LIKE MICROWAVE WITH THE RADIATION 5G BETWEEN 24 TO GIGAHERTZ  FREQUENCY . AND THEN ASSERTS THAT WITHIN THE RF RADIATION PORTION OF THE ELECTROMAGNETIC SPECTRUM THE HIGHER OF FREQUENCY THE MORE DANGEROUS IT IS TO LIVING ORGANISMS IN NATURE HEALTH RISKS OF 5G . AND THAT'S HOW THEY DID IT IN CHINA 5G IS THE MOST DEADLY THING ( FOR HUMANS QUICKEST EASIEST TO KILL PEOPLE OFF ) PEACE LOVE AND LIGHT DOLPHIN GIRL,0,2020-02-29T15:50:43.000Z
69,Alice Rizing,Trade should hav  stopped,0,2020-02-29T15:49:38.000Z
70,minghua wu,My dad is going to China am scared that my dad could have coronavirus! :(,0,2020-02-29T15:47:59.000Z
71,Sam S,"WHO and many countries waited too long, there are cases in each country going undiagnosed for sure.....there was a family in BC that went to school and work for over a week......if it’s so contagious others have it for sure...",0,2020-02-29T15:21:51.000Z
72,antonella morra,"Finitela do not die from coronavirus, at most it can make pre-existing diseases worse. I know that you journalists when this story ends you will be home without a job .... In Italy there is no pandemic, the real pandemic is over you are journalists, only all journalistic advertising",0,2020-02-29T15:09:16.000Z
73,FirstName LastName,"""How she got Covid-19 is a mystery."" AHhahahahA ooo ok, woaw. :'D",0,2020-02-29T15:01:08.000Z
74,Wise Owels,"CORONAVIRUS: Made in China 🇨🇳 
EXPORTED GLOBALLY 
Coming to a neighbourhood near you.",0,2020-02-29T14:54:57.000Z
75,Universal Eye,Go police!,0,2020-02-29T14:45:14.000Z
76,Universal Eye,Go mohawk!,0,2020-02-29T14:44:18.000Z
77,Universal Eye,Water is life: winimiconi!,0,2020-02-29T14:40:57.000Z
78,Jason Tsing,China has been scapegoated. It is very likely China is not the source of this pandemic. Many Americans died of influenza.Influenza？,0,2020-02-29T14:33:44.000Z
79,Wade Burdick,5 G is the cause of covid 19,1,2020-02-29T14:33:15.000Z
80,z z,"Okay.  South Korea CDC found more than 2000 positive cases just in 3 days.
Don't you think this is insane? most of new cases are from cult, but their government found them extremely fast and announced to public honestly.
Please tell me any one Asian country that can respond better than Korean government. (maybe they are doing best in the world)
Are you sure other countries such as ASEAN and India, Pakistan..etc has less cases than S.Korea and Japan?
There are tons of Chinese tourists in Philippines, Vietnam, Thailand, Indonesia, India, Malaysia... Everywhere in the world.
 It looks so hilarious other developing countries are started to ban Koreans to enter their country.   Let's see whats gonna happen next month.",0,2020-02-29T13:44:25.000Z
81,Kevin Blanc,Isn’t this the beginning of the Walking dead.   This virus can’t be contained. We are already passed that. Best bet is to create a Vaccine.,0,2020-02-29T13:23:30.000Z
82,Fulca,"Everyone out there be careful and wear a freaking mask! 
This will pass as everything else !",1,2020-02-29T13:12:47.000Z
83,T M,A patented virus that was used as a cause for the Event 201 excercise? Sounds more than fishy. Thanks Bill & Melinda Gates,0,2020-02-29T11:19:52.000Z
84,midiland mainline 752,DID you not here the WHO it doesn't matter wha you call it a pandemic it won't help save a life,0,2020-02-29T11:01:53.000Z
85,Dragon Explain,I wonder if the Americans don't get a SARS-CoV-2 test because of the 3500 dollar bill that comes with hmmmmm🤔,0,2020-02-29T10:55:22.000Z
86,allan strand,Thai doctors cured 71 old with cocktail of Hiv and flue medicine last week !,0,2020-02-29T10:47:37.000Z
87,Mehak Chaudry,That’s stupid why they letting people travelling from China to other country,0,2020-02-29T08:42:08.000Z
88,ppurppple,well if we die  of virus we need less fish and travel so the world and whales will benefit,0,2020-02-29T08:41:46.000Z
89,ppurppple,you cannot rely on oil it will run out sometime,0,2020-02-29T08:37:10.000Z
90,ehem aga,they must test the whole world,1,2020-02-29T08:22:47.000Z
91,E O,"We are a month behind people,  Get real.  This has been silently been spreading in the US since December disguised as the flu.",0,2020-02-29T08:08:52.000Z
92,周玉蔻前空軍F-16飛官,"Against corona virus: Prepare your food at least for 2 weeks  and make sure wear masks if you go out in public.  Trust yourself instead of lies from government. 
We all know hospitals have no enough manpower and equipment for the out break. 
We on our own sadly",0,2020-02-29T07:47:03.000Z
93,周玉蔻前空軍F-16飛官,Ppl who bashing WHO leader. You should do some research before you post your comments. Some ppl need Grow up,0,2020-02-29T07:39:47.000Z
94,An123Observer,"We have nothing to fear but fear itself... Do yourself a favor, compare worst case covid 19 against smoking, car accidents, air pollution or alcohol, not to mention heart disease or cancer. It's just a nasty flu, what scares me is that people are running around shouting the sky is falling instead of looking at facts or related issues like the danger of mass panic. People are going to look back and shake their heads at how intensely we ***** ourselves in the name of fear. 😟",0,2020-02-29T07:17:13.000Z
95,Motivational Monday,"This stuff is getting out of hand. I have yet to hear a legitimate and valid argument as to why the blockades were installed in the first place. The media seems to interview the less informed members of the group. Also,  attempting to cause a derailment of a train potentially loaded with dangerous goods while protesting to protect your land seems like a great idea....",0,2020-02-29T06:52:09.000Z
96,Jay Picard,"Check your facts, it already technically is a Pandemic under the scientific definition of a Pandemic. 
Your welcome BSc Hons",0,2020-02-29T06:50:08.000Z
97,Imperial Dovahkiin,China's propaganda is going to kill us all.,0,2020-02-29T06:05:52.000Z
98,Caiisha Zain,"China they eat everything like snake , rat and a lot think.",0,2020-02-29T05:58:43.000Z
99,dominic,"OMG CANADA IS SO WEAKS, MEDIUM SIZE COUNTRY CAN INVADE IT. HAHAHHA PATHETIC. CANT EVEN ENFORCE ITS OWN COURT ORDERS",0,2020-02-29T05:42:31.000Z
