,author,content,score,time
76,Barbara C,Did u see the ear thermometer sheesh that puts everyones germs in all ears unless theres a new cap put on each person,3,2020-03-22T22:26:15.000Z
77,Nicki Snyder,"Trump needs to worry about his own country. He has botched the Corona response worse than ANY country so far. He should be talking to South Korea, not North Korea, to find out how to properly respond.",2,2020-03-22T22:04:33.000Z
78,Songmi Ahn,"If Japanese goverment desperately want to go on Olympic games, then do with your people's life to be sacrificed. Then your government will be prosperous in economy.",2,2020-03-22T22:03:40.000Z
79,Barbara C,ISRAEL is testg covid 19 in grps of 50 people tog. and has a mask that kills viruses that can be bleached . God's blessing comes out of Zion.,0,2020-03-22T21:55:21.000Z
80,19lance20,"For your own safety listen to the government. For your own survival, listen to the TRUTH.",11,2020-03-22T21:43:51.000Z
81,T. I .,Got Jesus Christ Everyone?,20,2020-03-22T21:28:47.000Z
82,Invernicasa Real Estate Nicaragua,"Believe it or not, Ortega's corrupt socialist regime (recently sanctioned by the USA) 1st called and forced public employees to march to welcome COVID 19, providing the perfect environment to spread the pandemic among their fans.  2nd then Orients his Fans to visit home x home to contribute to the spread of those who do not attend their marches, 3rd The use of masks and gloves has been prohibited so as not to create alarm in the population.  4th Declares that there is free mobilization in the country and that only acts of protests against the state will be arrested.  5th Not closed the schools nor the universities likewise the personnel cannot use neither mufflers nor gloves so as not to create alarm in the population (however their more than 20 grandchildren do not go to classes) .... today Sunday March 22 called for  a Children's Morning and other activities ...... Haaaa but most importantly.  The Dictatorship has requested a loan from the IMF of 470 million dollars to ""convatir the virus that gave the Welcome""",1,2020-03-22T21:19:46.000Z
83,Paula Radermacher,"Das macht mir ANGST. Hier zeigen die, wie die Zahlen in die Höhe schnellen @ und bei TAGESSCHAU nur ein Thema. CORONA. 
Es ist wahnsinnig, wie die Zahlen explodieren, insbesondere in Italien. Hier schaut es euch an, was passiert, wenn nicht Zuhause bleibt @.",0,2020-03-22T21:16:33.000Z
84,ET Baby,Everything from China is evil. The Kung-Flu is just the latest iteration......,5,2020-03-22T21:14:01.000Z
85,kali koka,Shut this batch down..........titor trump rules the world,0,2020-03-22T20:29:48.000Z
86,James Hetfield,"Send out massive amounts of choloqurine + zpack, remdesivir, injectable vitamin c, everything that showed good results in asia. Cut ALL red tape on treatments especially for critical cases. The current western treatment is stay on a respirator, live for an extra day, then die. This is a grand failure in how this has been handled so far.",3,2020-03-22T20:29:11.000Z
87,Audio Production/Music Production Course,I got it. The nature is killing us for eating animals and pollution. If you don't do it you allow other people to do it. So it's your fault anyway,1,2020-03-22T20:17:25.000Z
88,Robert Jeglum,Help for north Korea and no help for home. He's probably lying to Kim to.,1,2020-03-22T19:57:56.000Z
89,Robert Wong,"Of cause, the money is more important than anything. What pandemic?",1,2020-03-22T19:40:14.000Z
90,T Mclean,I'm touching myself is that ok?,0,2020-03-22T19:39:08.000Z
91,Scott Bowen Kelly,I'm Going To Save The Tokyo 2020 Olympics With Some More Money To Help Japanese President Abe And Even President Mori To Help Fullfill Their Olympic Dreams So Please Everyone I Still Need Your Help on This Not Just Me But To All The People To The Whole World I Know For a Fact The Coronavirus Won't Last Until Spring in April And Summer in July So Let's Fight This Virus And Win Our One Step Towards Freedom Hope Lights The Way,0,2020-03-22T19:26:38.000Z
92,wakechester,Spring Break Florida kids...Baldy need a culling.,0,2020-03-22T19:23:30.000Z
93,Miguel Mouta Mouta,Mankind deserves what it makes.,12,2020-03-22T19:20:01.000Z
94,Legalzinha Maria,"*COVID-19 follows the line of viral diseases. We are mourning the victims of COVID-19, but the quarantine will lead to the LARGEST RECESSION in history. High price for a disease that victimizes a fraction of patients with serious impairments. Gives new meaning to the expression END OF THE WORLD. It can only be related to the suffering of those maintained by rituals.*",0,2020-03-22T19:18:12.000Z
95,Missy Gilly,No Olympics this year! It’s hard to believe any country would send it’s athletes with Convid-19 & closed borders! They can’t be serious that they aren’t postponing the games. Smh.,39,2020-03-22T19:17:45.000Z
96,Kody Adams,"You know things are going to get a LOT worse , when AMAZON Triples the price of their CYANIDE pills 💊!",18,2020-03-22T19:13:31.000Z
97,Tyrone Lewis,"Just do one of those online videogame Olympics, that's what Japan is known for right? With their Nintendos and their Sonys.",16,2020-03-22T19:12:37.000Z
98,Lyle L,SEND TRUMP over to North Korea  and feed him BATTS with plum sauce.,0,2020-03-22T19:10:56.000Z
99,Lyle L,Stop now if everyone goes over there they will only have BATTS to eat and it will all start again. STOP eating Batts even if they do taste good especially with that plum sauce on them.,3,2020-03-22T19:09:12.000Z
