,author,content,score,time
42,Gabby,"From the sounds of it we'll all need to wait for a vaccine to be developed to help with the prevention of this outbreak. At this time the only way that we see control and minimizing the outbreak is to quarantine those infected and those suspected of infection. This is an entire mess because in a previous WHO panel Q & A one of the speakers said ""we can not stop the entire world"" meaning we can't quarantine everyone.   

Do you now understand why the public is nervous and upset? We just need straight forward answers, we might not like them but at least we have answers.",0,2020-02-13T17:56:22.000Z
43,Gabby,All that coughing is making me nervous,1,2020-02-13T17:10:57.000Z
44,Fire Google,"I agree, I think China has done a great job at trying to stop the spread. From containing/transporting people in boxes and cells to economic fall, they've sacrificed a lot to keep it there instead of .....  Are the methods humane? .. ..",2,2020-02-13T13:00:13.000Z
45,Johnnie,"keep lying about that to yourself, shame on WHO.",2,2020-02-13T12:45:29.000Z
46,Light ofDivine,People entire blocks being locked in - sealed up!! WHO are disgusting,5,2020-02-13T11:16:06.000Z
47,Prophet YouTube,"***COMMUNIST CHINA***
MSM/WHO = PROPAGANDA
COVID = CHINA OBFUSCATED VIRUS IN DISINFORMATION",0,2020-02-13T10:40:52.000Z
48,夜,CHO,3,2020-02-13T08:38:36.000Z
49,brandx1020,"60,300 cases now!!! Smh these people need to get it together",0,2020-02-13T05:14:37.000Z
50,Green eyes,Trudeau responsible for the Corona virus...,2,2020-02-13T04:59:02.000Z
51,Green eyes,"Makgoba wants action against those implicated in corruption . Hope that includes member of the UN..
@ukwM via @YouTube",0,2020-02-13T04:58:27.000Z
52,kosa kata,WHO = Wuhan Health Organization,29,2020-02-13T04:50:00.000Z
53,神柴,"38:30 World Health Organization（X）China Health Organization（O）
Suggest FBI should investigate this person's bank account",23,2020-02-13T04:49:29.000Z
54,tancomail,CHO Director-General,3,2020-02-13T04:33:40.000Z
55,UNOLIN 四城鄉事,"WHO=WuHan’s OWN (武漢自家機構/組織)
WHO=WuHan OWNED (武漢所擁有組織)
WHO=WuHan ORIGINATED (武漢起源/起源自武漢)
WHO=WIDESPREAD HAZARDS OPERATION (毒物廣傳行動)",7,2020-02-13T04:09:49.000Z
56,C0NDEV1L,Do more please.,1,2020-02-13T03:44:46.000Z
57,jackktw,"China cover up the true severity for 6 weeks, this is what WHO call “immediately action from China?” If WHO cannot read Chinese or English journals, there are 1.4 billion people can read Chinese. Corrupted lying WHO Chairman should step down!!!!",6,2020-02-13T03:39:57.000Z
58,Eugene X,"Number of cases has stabilized. Nothing to see here, go back to work.🙄",0,2020-02-13T03:31:12.000Z
59,Ray Liou,WHO->CHO,18,2020-02-13T03:17:54.000Z
60,Cindy Rose,"With the loss of so many lives due to Coronavirus...
We realize how fragile we all really are and how our lives can dramatically change in an instant. Do you ever wonder, is this all there is? Live today die tomorrow? Please know, this is not all there is. There is a God who knows you and loves you. He created you as an eternal being and desires for you to spend your eternity with Him in Heaven. Because sin has seperated us from God, He provided the way back to Him, through His Son Jesus Christ. There is no other way to Heaven... You can not get to Heaven on your own accord... Your good deeds, being a good person, your church, your money... Can not save you... Only Jesus Christ can save you!!!

WHAT TO DO...
Go to Jesus Christ with a humble heart. Repent and put your trust in Jesus Christ as your Lord and Savior.

AN EXAMPLE PRAYER:
Jesus Christ, I come to you a sinner, I repent of all my sins and ask for your forgiveness. I believe you are the Son of God, that you went to the cross, died in my place, paying my sin debt and that you were buried & rose on the 3rd day to everlasting life. Jesus, right now, I choose to receive you as my Lord and my Savior, trusting in you alone for my salvation. I surrender my life to you and ask for your will to be done. I invite your Holy Spirit to come into my heart to make me more like you. Thank you for your forgiveness. Thank you for filling me with the Holy Spirit and for your gift of eternal life in Heaven. Amen!

NOW WHAT:
Being a Christian is all about relationship. You grow in your relationship with God as you spend time with Him, in your Bible, in prayer, in time of worship and praise. I suggest reading the gospel of John first, and then read the books that apostle Paul wrote, Romans through Philemon.",1,2020-02-13T02:45:46.000Z
61,K. Ganesan Ganesan,"We do not say any Information now '
World Health organisation informed to press.prople will not accept this.",1,2020-02-13T02:17:04.000Z
62,Captain Of A Starship,"At this point we can't blame who, they are right that we have a chance at this very point and it shouldn't be wasted.. but for China, we will see.",0,2020-02-13T01:54:15.000Z
63,anonycuss5114 lane,really diddnt answer any questions,31,2020-02-13T00:19:37.000Z
64,Daniel Craig,Phase 1 of agenda 21. Who knows exactly what's going on.,10,2020-02-13T00:08:17.000Z
65,Rune Jensen,"""Its time for peace and solidarity. i TANK you!""",0,2020-02-13T00:08:15.000Z
66,JE Hoyes,"If this is tracked back to one of China’s live animal and wild animal markets, The Chinese government will have to get on top of those places and bring in strict animal husbandry, slaughter and butchering practices.",0,2020-02-12T23:46:50.000Z
67,Andy Eccentric,"Until travel restrictions are advocated, you have zero credibility and you are universally ignored.",29,2020-02-12T23:41:09.000Z
68,WARLLY LUDOVIC,"Virus created in a laboratory for population reduction, UN war funding organization. People are waking up 🙏",13,2020-02-12T23:01:15.000Z
