,author,content,score,time
42,V Star,"Everyone is going way overboard on this.  Check the WHO stats for 2019/20. How many people have not only been infected by influenza, but how many have died from it. Then check the stats for the Corona virus for that same period.  Influence hits us every year.  Why no panic?  More people die from the flu than this virus. People need to chill.",0,2020-02-27T20:01:36.000Z
43,DAKAR LION,GOOD THE END IS HERE  NOW JUST WAITING ON THE RFID CHIP TO BE MADE MANDATORY THEN THE END COMES TIRED OF THIS WICKED WORLD BUT NOBODY WANTS TO BELIEVE IN THE BIBLE . HM YALL WILL BELIEVE NOW WANT YOU GOOD RIDDANCE TO AMERICA,0,2020-02-27T18:32:27.000Z
44,Karm G,Why worry about the economic impact of taking it seriously if when it hits it does worse economic damage...,1,2020-02-27T18:17:32.000Z
45,Shithead,Of course none of you ever stopped to think that maybe the American democrats are working with the Chinese communists to exaggerate a minor flu outbreak to cause the world stock markets to fall so they could blame Trump during an election year? Remember...this is the American democratic party. Nothing is beyond them.,0,2020-02-27T18:16:01.000Z
46,Brendan Koh,"Sure Dawn , i'm  🙏 for everyone ,
Especially those in Wuhan , in hospitals - patients , doctors and care givers .",0,2020-02-27T15:57:39.000Z
47,CSXRockford,Let this be a lesson to stop depending on China for everything you depend on.  get back to making your own goods in your own country.,0,2020-02-27T14:20:33.000Z
48,dunky dog,Look up 5g relation to corna,0,2020-02-27T14:12:58.000Z
49,Al Ward,IS ANYONE CHECKING PEOPLE COMING OFF OF COMMERCIAL SHIPPING OR JUST TOUR SHIPS FOR THE CORONAVIRUS ?,1,2020-02-27T14:04:45.000Z
50,The Flying Dutchman,Ahh globalism.,0,2020-02-27T13:41:43.000Z
51,david jones,"If you keep on travailing you just might get the virus! 
THEY SURE DON'T WANT TO STOP THOSE AIR FLIGHTS! THEY MIGHT NOT GET PAID! GET REAL PEOPLE! GREED RULES THIS PLANET!!!",2,2020-02-27T13:36:40.000Z
52,tredigi,Destroy COMMUNISM!!!,0,2020-02-27T13:25:46.000Z
53,Saanichton Ministries,Canada is too worried about political correctness than safety.,0,2020-02-27T13:17:46.000Z
54,Lisa-Marie Keogh,"This SO CALLED VIRUS..... Where people are being detained along with Planes and Ships..... But here I am STILL GETTING MY CHINA POST FROM AMAZON AND HAVE BEEN FOR THE PAST 8 WEEKS!!!!.... 😂😂😂😂 You sheep really believe EVERYTHING THE T.V, Media, And Government tell you!! 🤪",0,2020-02-27T11:25:02.000Z
55,Carmen Langland,"The plague, people need stop do bad things, God is good he tiered the humans not listen. 🙏🙏",0,2020-02-27T11:11:51.000Z
56,Wayne Arnold,After breaking the law they should be arrested and charged but the rcmp opp should not restrict reporting reporters must have full access,0,2020-02-27T10:51:47.000Z
57,tony rebello,Shut all borders now,0,2020-02-27T10:01:45.000Z
58,Tokyo Ghoul,Plague Inc.. Seems pretty Accurate lol,0,2020-02-27T07:31:37.000Z
59,Scorpion,"China, should be punished for what they did to the world.",0,2020-02-27T06:55:10.000Z
60,"Lori Anne Schmerler, PA",How foolish is NB allowing the visit to Italy,0,2020-02-27T06:40:09.000Z
61,Rudy Gray,Another new strain of the seasonal flu virus where children and old people can die. Another day. What else is new?  Next.,0,2020-02-27T06:37:20.000Z
62,Ali Hassen,Global news are bunch of idiots. Breaking news people Dying from Coronavirus and spreading everywhere. Breaking news we one Stanley cup cheers and drinking,0,2020-02-27T06:17:10.000Z
63,Russell Fitzgerald,Trudeau doesn't know what to do. He is   completely inexperienced and should not be our prime minister. Get someone that will do something about it please....,0,2020-02-27T05:38:56.000Z
64,Brad Parker,The WHO now decides its time to react two weeks ago they were sucking up to XI Jing Ping. They could have done something earlier and did nothing.,0,2020-02-27T05:35:31.000Z
65,breckandy,"Don't walk, Run!",0,2020-02-27T05:30:26.000Z
66,nartron3000,Bill Gates is throwing a depop party 🎊,0,2020-02-27T05:08:15.000Z
67,ART DECO,"AMERICA IS PLAYING DOWN ,THEIR BIO/DEFENSE.INDUSTRY ,COULD HAVE STARTED THIS VIRUS,WUHAN IS NOT THE MAIKER OF THIS VIRUS,HOW DID IT GET THERE //QUESTIONS ??",0,2020-02-27T05:08:08.000Z
68,Big Bertha,"Patty Hajdu.....you may have the title of Health Minister, but you know absolutely nothing about this virus.  You have not familiarized yourself with international information on the virus.  ""Not many cases in Canada"".....you should change that to not many KNOWN cases.....considering it has an up to 24 days contagious incubation period.
Canadians are a very robust people who never practice running to the doctor for the sniffles or cough, we head to the pharmacy to load up on over the counter helps.  By the time we are too sick, we will have infected many around us.  
Most of us have been diligent to educate ourselves with information from Infectious disease doctors internationally and international news coverage on the matter.....instead of the negligent Canadian government news babble.
Because the news in Canada has been shrouded in negligence and non transparency in reporting, the most vulnerable among us have not been given the opportunity to adequately prepare.  
Healthcare workers on the frontline in China with full hazmat gear have been contracting this virus and even dying.  With the lack of protective masks in Canada....what will the vulnerable public do?
Why must you learn from experience and not global observation?
Well maybe class action lawsuits from the surviving families regarding the death of their vulnerable loved ones could prove to be the valuable life lesson experience you need.",0,2020-02-27T04:51:57.000Z
69,KrisD1313,"Why does the government keep paying the natives? Shouldn't they have, since the first payment, put that money towards the future?  They get NEW homes all the time, new vehicles, free University educations (that they hardly ever use), and incredible tax savings!

My family wasn't even here that long ago, and yet our taxes keep going toward paying each successive generation again, and again, and again, and again? Maybe, just maybe, we should just stop???",0,2020-02-27T04:42:46.000Z
70,RPM,iran minister don't look to good😨😱😓,1,2020-02-27T04:23:12.000Z
71,Vernon Bobo,This outbreak is literally the exact same plot as the movie contagion  to the T,0,2020-02-27T04:18:19.000Z
72,Adam Williams,"Off topic I know... but... the images of Venice, Italy... all were actually Milan.",0,2020-02-27T04:16:25.000Z
73,Randy Ben,16th Native? Ur Native! Can't take the native out. You feel Native. You is. Do ur Warrior Cry. Feel the Love. The beloved truckers need jobs anyways. Be Proud. Mother Earth asks for your help.,0,2020-02-27T03:53:01.000Z
74,Melissa Knight,First they say “don’t panic there’s nothing to worry about” and NOW that it’s down to the wire in all countries worldwide they say “oh you need to be prepared and  mind sets have to change”. SMDH all of our countries leadership are IDIOTS ! It’s all of us common citizens that work hard and pay our taxes that will suffer 🤬😡 ALL of us are cursed with idiots leading our home countries 🤬 we are being jerked around and not given the bottom line on things here in the U.S. also 🇺🇸,0,2020-02-27T03:46:05.000Z
75,Kevin N,"Be very careful when using a public restrooms, they are moist areas for the virus to thrive.",0,2020-02-27T03:18:22.000Z
76,Kevin N,Everyone around the world should already be in 30-60 days quarantine.,0,2020-02-27T03:15:23.000Z
77,flipgurujn,I hope Rush Limbaugh catches the coronavirus. That nut should just die already.,0,2020-02-27T03:12:23.000Z
78,Kalashnikov613,Wait a second i must of missed something! Did i just hear that theres students going on a trip to Italy with everything happening? Mannnn!!! You either dont understand it or youre just stupid and dont care,0,2020-02-27T03:10:29.000Z
79,Jesse Meyer,Stop letting people in. Period.,0,2020-02-27T01:59:54.000Z
80,Alyanorno10785,"With the way this virus has already influenced the economy, I’m bewildered that there hasn’t been more urgency in rectifying the current rail transportation issue that Canada is dealing with. There are over 60 tankers and freight ships lined up outside of the port of Vancouver right now because the trains aren’t running. I have noticed that certain supplies in stores are already starting to dwindle. Panic aside, this is a very troubling compounding issue.",0,2020-02-27T01:42:15.000Z
81,Cristina Lexy Reef Tank,Borders open from 6 months ago resulting in coronavirus contaminating the 🌏whole planet?,1,2020-02-27T01:24:40.000Z
82,starmanstriker,"“Things may be escalating, were controlled”. Okay, so throwing burning tired, fire on the tracks, throwing debris on tracks, and throwing stones at trains, is not escalating things?
Good luck with peaceful dismantling. Our police will keep it peaceful with law! No one is exempt from law!",1,2020-02-27T01:17:32.000Z
83,sir agoy agay,If u travel ull gonna get it genius u dont even know u have it,1,2020-02-27T01:13:04.000Z
84,Shon Moody,Hmm...how convenient that the worst and probably close to 2  worst outbreaks our are 2 greatest enemies.  Iran and China what do you think?  Inquiring mind wants to know.,1,2020-02-27T00:45:26.000Z
85,UpsideDown World,"I get it now. We're simply being prevented from travelling or escaping from the looney asylum prison, as this airborne virus has wings to fly so to chase you across the globalist-globe!
...""l rebuke you, ""demonic virus"" in jesus christ mighty name!",0,2020-02-27T00:20:19.000Z
86,Walter Schwartz,Sounds like it can be come a pandemic,1,2020-02-27T00:16:46.000Z
87,Allie Wonders,"WHO week 1: ""it is just a flu""
WHO month 1: ""its a flu, calm down, don't stop traveling/going on with your lives""
WHO month 2: ""We're f*cked, we have not done enough to stop this""

.....",3,2020-02-27T00:15:27.000Z
88,x1v160,How many Corona virus patients have you killed? How many healthy people have you killed? WHY???,0,2020-02-26T23:37:28.000Z
89,Shaq Kobe,bat soup,0,2020-02-26T23:18:09.000Z
90,Michelle Q Freedom,"Why does this report not mention that our govs have done NOTHING and  NOT stopped flights coming here from China.  They have not done anything to prevent the spread here.  People have flown in and and gone into cities with no self 
Quarantine enforcement.  Now I hear from my Chinese friend in Vancouver that people are coming from South Korea as fast as came from China.  Our BC  gov been totally negligent and if many get sick and die they should be held responsible.   They clearly do not care about us .  Sickening. 
Colloidal silver is your best bet to prevent getting sick and spray it too.  The Chinese are spraying it in hospitals.
Get prepared to stay at home for a month or two maybe longer.  The lack of supplies in stores will be very visible soon.  
There could be massive economic problems over this too.",0,2020-02-26T22:36:57.000Z
91,Cuba Bound,Guess preparing/stocking up for an earthquake has some added benefits.,0,2020-02-26T22:15:42.000Z
92,Candystrap,"What about the low income families who will have a hard time preparing with extra food? This is worrisome. I think it will hit Canada, because there doesn’t seem to be a sure way to contain this thing. I’m trying not to worry, but I watch the updates everyday, and it seems so grim.",0,2020-02-26T22:04:51.000Z
93,Squishy Watchbee,"Hello?  Cancel your trip to Italy.  Going to places that are hot beds for this virus and then bring it back to your own country, should be considered some kind of negligent homicide.  Take some responsibility for your own actions.",0,2020-02-26T21:19:05.000Z
94,K George,"IT'S NOT WASH YOUR HAND ,,,,YOU NEED TO DRY YOUR HANDS  THE VIRUS IS LESS LIKELY TO STICK TO CLEAN........DRY ...............HANDS        PLEASE PASS THIS ON",0,2020-02-26T21:12:22.000Z
95,TheyCallMeNobody,"What a change from calling us all fear mongers,bigots and conspiracy theorists.
Guess what? We still don't trust a word that comes from these snakes in government.
When they say ""don't panic,its nothing"" it means panic! When they finally get around to warning us,it's already too late. Thanks a lot Ottawa...",0,2020-02-26T20:35:08.000Z
96,TheyCallMeNobody,"What a change from calling us all fear mongers,bigots and conspiracy theorists.
Guess what? We still don't trust a word that comes from these snakes in government.
When they say ""don't panic,its nothing"" it means panic! When they finally get around to warning us,it's already too late. Thanks a lot Ottawa...",0,2020-02-26T20:34:59.000Z
97,Monkey Kiss,They where released? Really!  They should have been executed and thrown in a fire pit.,0,2020-02-26T20:29:37.000Z
98,Dave Heyman,Clown Show,0,2020-02-26T20:07:24.000Z
99,jasong428,Globalism does not help anybody.,0,2020-02-26T19:34:50.000Z
